wavelength,absorbance,subtracted_absorbance
3.000000000000000000e+02,1.135999999999999899e+00,4.791666666666664076e-01
3.050000000000000000e+02,9.729999999999999760e-01,4.591666666666667229e-01
3.100000000000000000e+02,8.890000000000000124e-01,4.366666666666667029e-01
3.150000000000000000e+02,8.289999999999999591e-01,4.153333333333333321e-01
3.200000000000000000e+02,7.670000000000000151e-01,3.916666666666667185e-01
3.250000000000000000e+02,7.119999999999999662e-01,3.685000000000000497e-01
3.300000000000000000e+02,6.610000000000000320e-01,3.446666666666666767e-01
3.350000000000000000e+02,6.119999999999999885e-01,3.238333333333333619e-01
3.400000000000000000e+02,5.679999999999999494e-01,3.028333333333332322e-01
3.450000000000000000e+02,5.310000000000000275e-01,2.820000000000000284e-01
3.500000000000000000e+02,5.010000000000000009e-01,2.628333333333333632e-01
3.550000000000000000e+02,4.729999999999999760e-01,2.449999999999999956e-01
3.600000000000000000e+02,4.400000000000000022e-01,2.266666666666666552e-01
3.650000000000000000e+02,4.010000000000000231e-01,2.116666666666666974e-01
3.700000000000000000e+02,3.270000000000000129e-01,1.898333333333333262e-01
3.750000000000000000e+02,2.560000000000000053e-01,1.680000000000000382e-01
3.800000000000000000e+02,2.210000000000000020e-01,1.521666666666666723e-01
3.850000000000000000e+02,1.990000000000000102e-01,1.391666666666666885e-01
3.900000000000000000e+02,1.819999999999999951e-01,1.265000000000000013e-01
3.950000000000000000e+02,1.690000000000000113e-01,1.161666666666666681e-01
4.000000000000000000e+02,1.570000000000000007e-01,1.061666666666666592e-01
4.050000000000000000e+02,1.459999999999999909e-01,9.683333333333332682e-02
4.100000000000000000e+02,1.370000000000000107e-01,8.883333333333334747e-02
4.150000000000000000e+02,1.280000000000000027e-01,8.083333333333334036e-02
4.200000000000000000e+02,1.199999999999999956e-01,7.400000000000001021e-02
4.250000000000000000e+02,1.140000000000000041e-01,6.850000000000000533e-02
4.300000000000000000e+02,1.069999999999999979e-01,6.250000000000000000e-02
4.350000000000000000e+02,1.019999999999999934e-01,5.833333333333333426e-02
4.400000000000000000e+02,9.600000000000000200e-02,5.283333333333333631e-02
4.450000000000000000e+02,9.099999999999999756e-02,4.866666666666666363e-02
4.500000000000000000e+02,8.699999999999999400e-02,4.499999999999999140e-02
4.550000000000000000e+02,8.300000000000000433e-02,4.150000000000000216e-02
4.600000000000000000e+02,7.900000000000000078e-02,3.799999999999999906e-02
4.650000000000000000e+02,7.599999999999999811e-02,3.566666666666665902e-02
4.700000000000000000e+02,7.299999999999999545e-02,3.299999999999999462e-02
4.750000000000000000e+02,7.000000000000000666e-02,3.033333333333333715e-02
4.800000000000000000e+02,6.800000000000000488e-02,2.866666666666666669e-02
4.850000000000000000e+02,6.500000000000000222e-02,2.583333333333333315e-02
4.900000000000000000e+02,6.300000000000000044e-02,2.416666666666666269e-02
4.950000000000000000e+02,6.099999999999999867e-02,2.233333333333333004e-02
5.000000000000000000e+02,5.999999999999999778e-02,2.133333333333332915e-02
5.050000000000000000e+02,5.800000000000000294e-02,1.966666666666666563e-02
