wavelength,absorbance,subtracted_absorbance
3.000000000000000000e+02,6.510000000000000231e-01,-5.833333333333468040e-03
3.050000000000000000e+02,5.200000000000000178e-01,6.166666666666764662e-03
3.100000000000000000e+02,4.610000000000000209e-01,8.666666666666711372e-03
3.150000000000000000e+02,4.249999999999999889e-01,1.133333333333336190e-02
3.200000000000000000e+02,3.880000000000000115e-01,1.266666666666671492e-02
3.250000000000000000e+02,3.569999999999999840e-01,1.350000000000006750e-02
3.300000000000000000e+02,3.330000000000000182e-01,1.666666666666666297e-02
3.350000000000000000e+02,3.079999999999999960e-01,1.983333333333336945e-02
3.400000000000000000e+02,2.869999999999999774e-01,2.183333333333326021e-02
3.450000000000000000e+02,2.720000000000000195e-01,2.300000000000004818e-02
3.500000000000000000e+02,2.620000000000000107e-01,2.383333333333337301e-02
3.550000000000000000e+02,2.530000000000000027e-01,2.500000000000002220e-02
3.600000000000000000e+02,2.379999999999999893e-01,2.466666666666664232e-02
3.650000000000000000e+02,2.129999999999999949e-01,2.366666666666666918e-02
3.700000000000000000e+02,1.539999999999999980e-01,1.683333333333331128e-02
3.750000000000000000e+02,9.500000000000000111e-02,7.000000000000020095e-03
3.800000000000000000e+02,7.099999999999999367e-02,2.166666666666650087e-03
3.850000000000000000e+02,6.199999999999999956e-02,2.166666666666670904e-03
3.900000000000000000e+02,5.800000000000000294e-02,2.500000000000002220e-03
3.950000000000000000e+02,5.500000000000000028e-02,2.166666666666663965e-03
4.000000000000000000e+02,5.299999999999999850e-02,2.166666666666663965e-03
4.050000000000000000e+02,5.099999999999999672e-02,1.833333333333332649e-03
4.100000000000000000e+02,5.000000000000000278e-02,1.833333333333339588e-03
4.150000000000000000e+02,4.900000000000000189e-02,1.833333333333339588e-03
4.200000000000000000e+02,4.800000000000000100e-02,2.000000000000008715e-03
4.250000000000000000e+02,4.700000000000000011e-02,1.500000000000008271e-03
4.300000000000000000e+02,4.599999999999999922e-02,1.500000000000008271e-03
4.350000000000000000e+02,4.499999999999999833e-02,1.333333333333339144e-03
4.400000000000000000e+02,4.399999999999999745e-02,8.333333333333317605e-04
4.450000000000000000e+02,4.299999999999999656e-02,6.666666666666626329e-04
4.500000000000000000e+02,4.299999999999999656e-02,9.999999999999939493e-04
4.550000000000000000e+02,4.299999999999999656e-02,1.499999999999994393e-03
4.600000000000000000e+02,4.200000000000000261e-02,1.000000000000000888e-03
4.650000000000000000e+02,4.200000000000000261e-02,1.666666666666663521e-03
4.700000000000000000e+02,4.200000000000000261e-02,2.000000000000001776e-03
4.750000000000000000e+02,4.200000000000000261e-02,2.333333333333333093e-03
4.800000000000000000e+02,4.299999999999999656e-02,3.666666666666658358e-03
4.850000000000000000e+02,4.299999999999999656e-02,3.833333333333327486e-03
4.900000000000000000e+02,4.299999999999999656e-02,4.166666666666658803e-03
4.950000000000000000e+02,4.299999999999999656e-02,4.333333333333327930e-03
5.000000000000000000e+02,4.200000000000000261e-02,3.333333333333333981e-03
5.050000000000000000e+02,4.200000000000000261e-02,3.666666666666665297e-03
5.100000000000000000e+02,4.200000000000000261e-02,3.666666666666665297e-03
5.150000000000000000e+02,4.200000000000000261e-02,3.500000000000003109e-03
5.200000000000000000e+02,4.200000000000000261e-02,3.500000000000003109e-03
5.250000000000000000e+02,4.200000000000000261e-02,3.666666666666665297e-03
5.300000000000000000e+02,4.200000000000000261e-02,3.500000000000003109e-03
5.350000000000000000e+02,4.100000000000000172e-02,2.333333333333333093e-03
5.400000000000000000e+02,4.100000000000000172e-02,2.166666666666663965e-03
5.450000000000000000e+02,4.100000000000000172e-02,2.166666666666663965e-03
5.500000000000000000e+02,4.000000000000000083e-02,1.166666666666663077e-03
5.550000000000000000e+02,4.000000000000000083e-02,1.000000000000000888e-03
5.600000000000000000e+02,4.000000000000000083e-02,1.166666666666663077e-03
5.650000000000000000e+02,4.000000000000000083e-02,8.333333333333317605e-04
5.700000000000000000e+02,3.899999999999999994e-02,-1.666666666666691277e-04
5.750000000000000000e+02,3.899999999999999994e-02,-1.666666666666691277e-04
5.800000000000000000e+02,3.899999999999999994e-02,-1.666666666666691277e-04
5.850000000000000000e+02,3.899999999999999994e-02,-1.666666666666691277e-04
5.900000000000000000e+02,3.899999999999999994e-02,-6.666666666666695718e-04
5.950000000000000000e+02,3.799999999999999906e-02,-1.500000000000001332e-03
6.000000000000000000e+02,3.799999999999999906e-02,-1.833333333333339588e-03
6.050000000000000000e+02,3.799999999999999906e-02,-1.833333333333339588e-03
6.100000000000000000e+02,3.799999999999999906e-02,-1.833333333333339588e-03
